baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Toxoplasma	172.347522977918	2.5451234150664	1.06339100720279	2.39340317703199	0.0166928865373198	0.705002593496263
Ricinus	172.088758273956	1.16874860875365	0.968464357889798	1.20680601121992	0.227506860516155	0.997000488191416
Coraliomargarita	169.686274850414	0.82758349779004	0.948494423822904	0.872523313795001	0.382922955284563	0.997000488191416
Nakamurella	168.564882848407	-0.0693955303572518	0.925620067114577	-0.0749719380799269	0.940237039206587	0.998557641529947
Enterocytozoon	168.466469806132	1.79194211842615	1.01265050721716	1.76955633326105	0.0768010785833201	0.939424776312953
Kangiella	168.153228322389	0.50876793461865	0.934506364109636	0.544424258793985	0.586149556040939	0.997000488191416
Geodermatophilus	167.600111588273	-0.414935174165027	0.932590781145412	-0.444927381391656	0.656372234196636	0.997000488191416
Perkinsus	166.508149557144	2.1925554853522	1.04102487293388	2.10615091181541	0.0351912455984977	0.774887232134587
Dehalogenimonas	166.504418637328	-0.209412792932865	0.927797439653511	-0.225709604254859	0.821427287722976	0.998557641529947
Chlorobaculum	165.91571457702	-0.250159886624629	0.92870351223905	-0.269364639336302	0.78764909454709	0.997000488191416
Gluconobacter	164.75038631252	0.745122329281555	0.945397133252264	0.788158016428776	0.430604283112446	0.997000488191416
Leishmania	160.944238712934	0.560500822354958	0.938203967851736	0.597418942533756	0.550227709911245	0.997000488191416
Buchnera	160.602219500471	0.363995571697715	0.931940396469683	0.390578166883397	0.696109066543233	0.997000488191416
Vitis	160.471297809662	0.966183663566515	0.958520179990236	1.0079951197025	0.313456805122242	0.997000488191416
Maricaulis	157.269012804158	-0.21343711541585	0.930323053427573	-0.229422580284867	0.818540487616838	0.998557641529947
Acidithiobacillus	157.180488037013	-0.545593077349182	0.939970890811372	-0.580436141887577	0.561620538409215	0.997000488191416
Cryptococcus	156.889866926674	1.79825216902042	1.01527071496701	1.77120460829883	0.0765266832272698	0.939424776312953
Clavispora	154.942974291644	-1.47185266622262	0.995323228366265	-1.47876852893159	0.139202189687165	0.997000488191416
Yarrowia	151.756500062073	0.795024682394531	0.951192258704774	0.835819126069324	0.403256665032551	0.997000488191416
Kribbella	151.676324231229	-0.642057722445421	0.945604452200097	-0.678991856427465	0.497143021862804	0.997000488191416
Alicycliphilus	150.711552971094	-1.05780400900541	0.968627082984579	-1.09206528248834	0.274804407845638	0.997000488191416
Chryseobacterium	149.702845448466	0.670475511425953	0.945813735876049	0.70888747540226	0.478394307969811	0.997000488191416
Azorhizobium	149.505367121758	-0.105495455713497	0.931161985459814	-0.113294418544592	0.909797142107635	0.998557641529947
Waddlia	149.054394349733	-0.751070007355107	0.951574192655685	-0.789292115267434	0.429941293944472	0.997000488191416
Jannaschia	148.389245378396	0.0444296203718114	0.93095311532555	0.0477248742610142	0.961935509893152	0.998557641529947
Hirschia	148.266672623888	-0.437326390419766	0.938633003728424	-0.465918403340416	0.641273907684725	0.997000488191416
Ktedonobacter	147.64919083486	0.544990132124834	0.94128487436534	0.578985328423866	0.562599072874184	0.997000488191416
Rhodomicrobium	147.356378143535	-0.619137882586369	0.945868933269028	-0.654570480971989	0.51274433481166	0.997000488191416
Pyrenophora	147.312441881041	1.64986437738106	1.00694510333758	1.6384849302236	0.101320575141898	0.997000488191416
Pirellula	146.84784991407	0.816890586682804	0.953685826466007	0.856561525832765	0.391687256421	0.997000488191416
Methanohalobium	146.61478426117	1.06147203543148	0.967677728435645	1.09692721475306	0.272673210901698	0.997000488191416
Blattabacterium	146.136573099253	0.270670621527404	0.933998078831273	0.289797835415356	0.771970903933612	0.997000488191416
Leifsonia	145.932285175073	-0.545889102711375	0.943270372924576	-0.578719652795694	0.562778353023822	0.997000488191416
Kocuria	145.35720030971	-0.538731123473065	0.943170732259416	-0.571191519251775	0.567869826358534	0.997000488191416
Aurantimonas	145.000022563473	0.345960480053103	0.935993052763475	0.369618640898746	0.711666659824588	0.997000488191416
Algoriphagus	143.637215972265	0.683925731473717	0.948207470298436	0.72128279189623	0.470735542200411	0.997000488191416
Paramecium	143.266419031082	1.68156099190484	1.01013859392048	1.66468344247543	0.0959759280438556	0.997000488191416
Nitrococcus	141.709212790824	-1.39267525129107	0.99323512521728	-1.40216069280314	0.160867266492288	0.997000488191416
Nocardiopsis	141.352035044587	-0.401873848477127	0.939734622172457	-0.427646102415684	0.668908795600465	0.997000488191416
Chlamydia	141.02363502707	-0.569714339195778	0.945799661172654	-0.602362595995663	0.546932802219181	0.997000488191416
Canis	139.310460287097	0.71984469211503	0.95120664833943	0.756770038741528	0.449187645739614	0.997000488191416
Oceanithermus	137.505029860165	-0.825743989584848	0.959060879195504	-0.860992255546397	0.38924230843264	0.997000488191416
Acaryochloris	135.902348018585	-0.266621537131933	0.938139497342093	-0.284202443119937	0.776255243292963	0.997000488191416
Parascardovia	135.395359127949	0.0331397665157896	0.935310474368226	0.0354318351221015	0.97173539988574	0.998557641529947
Onion	134.971624745814	-0.550078989965442	0.94710061153987	-0.580803119819636	0.561373152183711	0.997000488191416
Congregibacter	134.799845470168	-0.0445601019404766	0.9356787450459	-0.0476232918364419	0.9620164688865	0.998557641529947
Prosthecochloris	133.56796056977	-0.380301259495512	0.941842698335284	-0.403784262666896	0.686371370020001	0.997000488191416
Parvularcula	133.299307590678	0.993457623371819	0.967672390006511	1.02664665607038	0.304586876218672	0.997000488191416
Mus	132.771889907623	1.25007335944494	0.983573536546674	1.27095058274336	0.203746229635153	0.997000488191416
Ajellomyces	132.38374285168	-0.514951009480497	0.946707290923167	-0.543938991933135	0.586483455787503	0.997000488191416
Pichia	129.527207978455	0.927552950577884	0.965104345547254	0.961090844588335	0.336506492671272	0.997000488191416
Xenorhabdus	127.468283106205	-0.571773108387127	0.950782653532575	-0.601370992900153	0.547592914355423	0.997000488191416
Aciduliprofundum	127.296503830559	-0.0373265624568542	0.938552620046486	-0.0397703460196035	0.968276217967696	0.998557641529947
Asticcacaulis	127.282884635614	-0.099002863491661	0.938962650942057	-0.105438553271881	0.916027825458077	0.998557641529947
Tribolium	126.823562927286	0.440058838523884	0.944948822991095	0.465695948623909	0.641433152707964	0.997000488191416
Selaginella	126.349082685185	3.39012004346022	1.12317356270422	3.0183403135825	0.00254163310780839	0.499077958028893
Zygosaccharomyces	125.777076497479	-0.387835268396132	0.945100810681235	-0.410363914635284	0.681539013035185	0.997000488191416
Tetrahymena	124.781988169797	1.94944555083809	1.03342339432505	1.88639580015635	0.0592416381062425	0.893814444927876
Micrococcus	124.135076409891	-1.41146737148184	1.00009342852849	-1.41133551248171	0.158145707952183	0.997000488191416
unidentified	123.682564299037	-0.749810668910641	0.960265541086912	-0.780836796519783	0.434898489087572	0.997000488191416
Psychroflexus	121.688656723856	0.760096192837234	0.959448110066564	0.792222304533489	0.428231065341264	0.997000488191416
Flavobacteriales	120.017878907549	1.09605783011353	0.978246529446573	1.12043109494455	0.262530100369045	0.997000488191416
Gordonia	118.978202075214	0.217569742939874	0.943381279212066	0.230627581587789	0.817604138169184	0.998557641529947
Eremococcus	118.21771873926	0.746846020239939	0.960268024728662	0.777747463215774	0.436717905300968	0.997000488191416
Blastocystis	117.661523327487	3.37649715681367	1.13519121641689	2.97438626020313	0.00293575269428761	0.499077958028893
Plesiocystis	116.206461049319	-0.644563589789504	0.958622956696985	-0.672384888434553	0.501338700581847	0.997000488191416
Oligotropha	116.0278721762	-0.0921830490827305	0.943873139117101	-0.0976646598598606	0.922198578703465	0.998557641529947
Thermocrinis	115.22653125541	0.229755000357078	0.945301363373832	0.243049475288039	0.807967070572401	0.997000488191416
Oscillatoria	113.479308528075	1.84729667669629	1.030096538585	1.79332383665112	0.0729211580989507	0.939424776312953
Verrucomicrobiae	113.206924629167	0.239308616894331	0.946424398736904	0.252855502471948	0.800379876132042	0.997000488191416
Labrenzia	111.412034719523	1.54003212325399	1.01021826806011	1.52445483510336	0.127395131014884	0.997000488191416
Acetobacter	111.296271562487	0.830677447068612	0.967384085634263	0.858684217989776	0.390514759880347	0.997000488191416
Aedes	109.885797788971	1.03155861476473	0.978884180868215	1.05381069070888	0.291969597946112	0.997000488191416
Verrucomicrobium	109.878988191498	0.991472898790795	0.976688996957882	1.01513675476939	0.310040643373269	0.997000488191416
Moraxella	109.860098737909	-0.656953942561572	0.962219177070457	-0.682748752276705	0.494765617733084	0.997000488191416
Kordia	108.633484096154	0.491627612725808	0.95473464861917	0.514936389327493	0.60659747128568	0.997000488191416
Oceanicaulis	108.187781582773	1.26035034014229	0.993361644905197	1.26877290522181	0.204522071389652	0.997000488191416
bacterium	107.243439115056	0.796485403031286	0.967671140319357	0.823095129992639	0.41045389801788	0.997000488191416
alpha	105.736091638093	2.63510638243639	1.08253910821336	2.43419047168228	0.0149251388935443	0.705002593496263
Amycolatopsis	105.320706192259	-0.243956239684783	0.951489063571735	-0.256394160505652	0.797646496440516	0.997000488191416
Dinoroseobacter	105.108069331777	0.169406272873627	0.949796693789419	0.178360562825023	0.858439818956824	0.998557641529947
Pyrobaculum	104.430840504324	-0.377559366015658	0.955114050229192	-0.395302912699334	0.692619350078001	0.997000488191416
Beijerinckia	104.184155656479	-0.146731018915344	0.950637788896235	-0.154350080155881	0.877333712137818	0.998557641529947
Phenylobacterium	102.588283412371	0.617509136411028	0.962386477290866	0.641643613020547	0.521104608542081	0.997000488191416
Wolbachia	102.574664217426	0.538831915404581	0.959543613296552	0.561550207763253	0.574422513296203	0.997000488191416
Ciona	100.779774307781	2.21452780414111	1.05872107360232	2.09170088265661	0.0364652815122158	0.774887232134587
Staphylothermus	100.486961616456	0.163485642531225	0.952434896027927	0.171650202247977	0.863712537454218	0.998557641529947
Apis	99.5410798099106	1.48347577492438	1.01165775861167	1.46638105851153	0.142544503643453	0.997000488191416
Cyanobium	98.2055116085935	2.64445161373905	1.08553646472956	2.43607810484547	0.014847478227009	0.705002593496263
Kytococcus	98.1185261802773	-0.175669552295017	0.954677611043269	-0.184009293046106	0.854006164611277	0.998557641529947
Haloarcula	97.742458980451	-0.696335497296312	0.970694246201387	-0.717358220697484	0.473153091736606	0.997000488191416
Halomonas	96.0444427742529	-0.499047066798938	0.963940593103542	-0.517715583687773	0.604656723730849	0.997000488191416
Thermofilum	95.9150604222719	-1.35117385696102	1.00867099307889	-1.33955855401043	0.180388905935354	0.997000488191416
Oryctolagus	94.4894281149813	0.568669381960775	0.96543819922495	0.589027223510837	0.555843011632534	0.997000488191416
Methanocella	93.3188295918374	0.475617829495573	0.963203238662679	0.493787614497565	0.621456181110773	0.997000488191416
Sulfuricurvum	92.7505543239471	0.535635794920874	0.965455503111744	0.554801120501644	0.57903070064553	0.997000488191416
Methylocella	91.3128421605398	0.580232267327019	0.96794510121482	0.599447496142909	0.548874512277092	0.997000488191416
Brevundimonas	90.9435845581861	0.0724423104992801	0.958168702643984	0.0756049642399943	0.939733386879046	0.998557641529947
Maritimibacter	90.4434052650227	0.563376788372358	0.967955383007062	0.582027641214376	0.560548062546075	0.997000488191416
Thermoplasma	89.3969188352158	-0.587389410262891	0.97168913525465	-0.604503424965181	0.54550899282758	0.997000488191416
Methanohalophilus	89.0140420379168	-1.25289146273177	1.006610379392	-1.24466376304258	0.213255371377592	0.997000488191416
Podospora	88.7998658386062	1.19639191904568	0.999689864658241	1.19676307757174	0.231398913339417	0.997000488191416
Acidimicrobium	87.6239970568183	-0.879309322323416	0.986197813304295	-0.891615566837707	0.372599023438053	0.997000488191416
Haloterrigena	87.4317889887544	-0.233833791626531	0.963053867093876	-0.242804478146327	0.808156866310454	0.997000488191416
Brugia	86.6084799367174	2.46577439774909	1.07976826035635	2.2836144460621	0.0223942000287048	0.705002593496263
Renibacterium	85.9872672278744	-0.245181289888017	0.964379779296203	-0.254237277835655	0.799312252947608	0.997000488191416
Hydrogenobacter	81.2556666141612	0.999630324431449	0.993918517919022	1.00574675530182	0.314537405861674	0.997000488191416
Theileria	80.5496600579886	2.94237037682812	1.10879555423211	2.65366357720097	0.00796231675522408	0.676796924194046
Mariprofundus	80.5239610069266	-0.110267613760209	0.967059935694321	-0.114023557062201	0.909219119392679	0.998557641529947
Nitrosopumilus	79.3313943525359	1.94694488671752	1.05230234376593	1.85017632836384	0.0642881395732893	0.902417655681802
Kluyveromyces	79.1747736106641	0.563883438774598	0.976670310679715	0.577352902620909	0.563701083046595	0.997000488191416
Coprinopsis	79.0438519198544	1.97078970151954	1.05391692427314	1.8699668409621	0.0614884226853142	0.893814444927876
Methanosphaerula	78.4975447832109	-0.153811679215347	0.969347847181817	-0.158675422514759	0.873924602814622	0.998557641529947
Culex	77.4971861968842	1.00209720263213	0.997158195982614	1.0049530823388	0.314919442268169	0.997000488191416
Tsukamurella	76.7586709921768	-0.207159111702563	0.971707076065758	-0.213190905783364	0.831178061357915	0.998557641529947
Pongo	76.3265876737402	0.887079032272492	0.992282091530569	0.893978677882008	0.371333299502792	0.997000488191416
Saccoglossus	75.9013139527764	2.63995674707831	1.09471441039982	2.41154836549024	0.0158849448398449	0.705002593496263
Sulfitobacter	73.0342385622631	-4.63942619984344e-05	0.973532962958451	-4.76555635645328e-05	0.99996197636161	0.99996197636161
Lentisphaera	71.9249264163734	0.354230067424797	0.977874637461076	0.362244866422254	0.717169054410644	0.997000488191416
Kingella	71.4943824367655	-0.769139105586545	0.994525066711327	-0.77337327266161	0.43930150297268	0.997000488191416
Guillardia	70.7679470881748	0.341353634091459	0.978828976050203	0.348736748138472	0.727286953144629	0.997000488191416
Hyphomicrobium	70.2269102101753	0.641205087581004	0.987746548421055	0.649159532479249	0.516235265424575	0.997000488191416
Thermotogales	70.2201006127027	0.584605277506946	0.985813805917003	0.593017945171854	0.553169142732171	0.997000488191416
Arthrospira	69.8917005951851	0.262822468191569	0.978454643164038	0.268609761349466	0.78822999981745	0.997000488191416
Sulfolobus	69.5292525903041	-0.328827457926542	0.981411110016076	-0.335055772826085	0.737583014590678	0.997000488191416
Ehrlichia	69.5156333953587	-0.439644211281436	0.984320690492164	-0.446647333057291	0.655129714223628	0.997000488191416
Plasmid	69.0510414283874	-2.29195060969365	1.08535964601025	-2.11169690905571	0.0347124543170894	0.774887232134587
Methanopyrus	68.0711116344787	-0.458058595486075	0.986459921345362	-0.464345875158681	0.642399961412485	0.997000488191416
Aminomonas	67.6390283160422	0.753949731214295	0.99475960957248	0.757921535976236	0.448497956843465	0.997000488191416
beta	67.4332010530329	1.57782015133976	1.03844151856372	1.51941165981313	0.128658908877917	0.997000488191416
Opitutaceae	67.2425323237977	-0.150890015302257	0.980939266897522	-0.153821974911338	0.877750106573902	0.998557641529947
Pediculus	67.1252298279334	1.37129542227262	1.02657477590684	1.33579691850627	0.181615660463377	0.997000488191416
Reclinomonas	65.7026761983001	-1.005328167754	1.01222615834927	-0.993185326679835	0.320619647722493	0.997000488191416
Malassezia	64.8657479513178	2.08515603219315	1.07062525841148	1.94760586471401	0.0514621414851807	0.886900855395519
Intrasporangium	64.6342216372465	-0.244697295965068	0.98543793932192	-0.248313248557737	0.803892049091772	0.997000488191416
Caminibacter	64.326250412147	-0.41371294235935	0.989608411494028	-0.418057220971637	0.675905281311544	0.997000488191416
Loktanella	63.1896998763665	-0.26004918547535	0.987524370648676	-0.263334448449643	0.792292810354634	0.997000488191416
Desulfonatronospira	62.9974918083026	0.595292045670935	0.994303091030676	0.598702801028071	0.549371089004692	0.997000488191416
Tropheryma	61.333523589468	1.30426104285551	1.0286579479955	1.26792491653525	0.204824765112959	0.997000488191416
Hydrogenivirga	60.9165988048055	0.0598912771558214	0.987784195664823	0.06063194513404	0.951652331779749	0.998557641529947
Pseudovibrio	60.122067481488	0.732270100522011	1.00272021412756	0.730283572830073	0.465216867284567	0.997000488191416
Simonsiella	60.0607811042338	0.154389566043066	0.98933380849493	0.156054068624156	0.875990402633678	0.998557641529947
Eikenella	59.6642851119894	-0.862460008501604	1.01228198417831	-0.851995809449954	0.394216417915792	0.997000488191416
Penicillium	59.293488170807	1.13253497758781	1.02190181305529	1.10826202979497	0.267748668691954	0.997000488191416
Roseomonas	59.0195649330709	1.30624603280303	1.03137420580402	1.26651027866722	0.205330451825167	0.997000488191416
Starkeya	58.8833729836172	-0.0550679123771714	0.990879683134523	-0.055574771906687	0.955680562537635	0.998557641529947
Sclerotinia	58.5413537711543	-0.561986465221879	1.00170614829038	-0.561029266098673	0.574777586374457	0.997000488191416
Schistosoma	57.5614239772456	1.16811237373747	1.02567998560192	1.13886630346205	0.254758922010346	0.997000488191416
Phaeosphaeria	56.891004747265	0.216753253855287	0.994405903630244	0.21797261366208	0.827450449519284	0.998557641529947
Campylobacterales	56.2614431021206	-0.290418750572443	0.997730032416819	-0.291079491582464	0.770990524496768	0.997000488191416
Neptuniibacter	56.0147582542753	0.119461437040288	0.995005751227697	0.120061051800846	0.904434785315602	0.998557641529947
Laccaria	55.6235325206748	2.59877485032786	1.10565306236167	2.35044331607681	0.0187510634286022	0.705002593496263
Debaryomyces	55.5962941307841	2.0048312554393	1.07439993350021	1.86600091169766	0.0620412379420526	0.893814444927876
Halothiobacillus	55.4328637914397	0.075655326822404	0.995762809958891	0.0759772568986859	0.939437192253414	0.998557641529947
'Nostoc	55.2066077360124	0.709668829095721	1.00862554420975	0.703599897077501	0.481681975476283	0.997000488191416
Talaromyces	54.1517723699041	2.06134867133491	1.07896136385579	1.91049349901506	0.0560697026309992	0.893814444927876
Beggiatoa	52.3175642142524	0.721294832974968	1.01342782360326	0.711737744095473	0.476627190367316	0.997000488191416
Halorhabdus	51.4481273187353	0.694292011507973	1.01387939302824	0.684787575605291	0.493477976625268	0.997000488191416
Silicibacter	51.1878232759446	1.030813837548	1.02791135416463	1.00282367090471	0.31594594573211	0.997000488191416
Ferroglobus	50.8866616483177	0.885965751537778	1.0220368678246	0.866862810363732	0.38601718236941	0.997000488191416
Moritella	50.8321848685362	0.275907264172391	1.00484236451478	0.274577659059609	0.783640732322638	0.997000488191416
Natronomonas	50.7436601013913	-0.681971733438367	1.01794272171721	-0.669950989273663	0.502889033780915	0.997000488191416
Ixodes	50.0512727401641	1.29232196576749	1.04236423009737	1.2397988423363	0.215049806531571	0.997000488191416
Halomicrobium	48.2443029744031	0.405120288435853	1.01163016135695	0.40046284097782	0.688815647322487	0.997000488191416
Janibacter	48.1830165971489	-0.284536917263322	1.01127256333915	-0.281365210110915	0.778430299001018	0.997000488191416
Halogeometricum	47.9227125543582	0.0338756469690431	1.00869106043709	0.0335837684081032	0.973209065901145	0.998557641529947
Rhodobacteraceae	47.1690388158767	1.44710659724417	1.05466819804669	1.37209655124171	0.170033382956026	0.997000488191416
Pan	46.8134004084684	0.56457169191771	1.0180306119385	0.55457241196576	0.579187163458566	0.997000488191416
Hoeflea	43.3765104112362	0.971384047762512	1.03875585021376	0.93514183103047	0.349715211275375	0.997000488191416
Cylindrospermopsis	43.3152240339821	0.176296410149766	1.01851561319066	0.173091514618504	0.862579494635219	0.998557641529947
Pelagibaca	43.0685391861367	0.713748208500221	1.02986078092933	0.693053101659184	0.488276227637111	0.997000488191416
Gemmata	43.061729588664	0.624038253146204	1.02714642851404	0.60754556100535	0.543488916142123	0.997000488191416
Ornithorhynchus	42.5411215030826	1.4683497766895	1.06328545822669	1.38095538251634	0.167292679700068	0.997000488191416
candidate	42.4389775409923	0.0509302168360985	1.02005104206193	0.0499290866201638	0.960178898432638	0.998557641529947
Roseibium	41.1374573270387	2.47891154847797	1.11423987752748	2.22475572672801	0.0260976410031363	0.737696915331308
Babesia	40.8362956994119	2.13318910882521	1.09878368567528	1.94140952094152	0.0522086243746691	0.886900855395519
Sus	40.768199724685	0.880818720852223	1.04052242647035	0.846515844776286	0.397265038506991	0.997000488191416
Baumannia	39.2283435991874	-0.421246324379714	1.03340828876459	-0.407628164936922	0.683546683382025	0.997000488191416
Segniliparus	39.2215340017147	-0.515089375910295	1.03581523969428	-0.497279202092377	0.618992176010069	0.997000488191416
Lyngbya	39.0157067387055	0.617628105532452	1.03599775290611	0.596167418124143	0.551063389414494	0.997000488191416
Acyrthosiphon	38.7554026959148	1.04885477339634	1.05147865229568	0.997504581863256	0.318519650909126	0.997000488191416
Giardia	38.4610506657606	0.966593753909068	1.04886003619988	0.921566005518835	0.356754997210176	0.997000488191416
Dermacoccus	37.9063945928157	1.36658365621738	1.0671991218465	1.28053296544405	0.20035775863147	0.997000488191416
Cardiobacterium	37.2700233501986	0.443487834673638	1.03634462989936	0.427934706157259	0.668698658339604	0.997000488191416
Microcoleus	37.263213752726	0.345491051416732	1.03471319258329	0.33390030579795	0.738454789024075	0.997000488191416
Halobacterium	37.2155465704172	-0.328289498542742	1.03649734346194	-0.31672970568959	0.751448706502748	0.997000488191416
Schizophyllum	36.7630344595626	1.64442975711986	1.08242435037101	1.51920987046921	0.128709677594541	0.997000488191416
Ahrensia	36.7562248620899	1.50267863698408	1.07584467387925	1.39674311122048	0.162490835017307	0.997000488191416
Haloferax	36.0858056321094	0.0244703672460409	1.03588326158537	0.0236227074550757	0.981153559274	0.99996197636161
Rhodobacterales	35.8595495766821	0.976989172204451	1.05538287190944	0.925720132672649	0.354591442394031	0.997000488191416
Metallosphaera	35.7914536019552	-0.0580248397505421	1.03701001449939	-0.0559539820630887	0.955378466684261	0.998557641529947
Hyperthermus	35.4426247920196	-0.978407867856703	1.06131618772307	-0.92188160246172	0.3565903364821	0.997000488191416
Methylophaga	35.1278439694474	-1.46221571969167	1.08355685303815	-1.34945915905733	0.177189529954955	0.997000488191416
Tuber	35.0377798634738	1.9165929793241	1.09822575767377	1.74517212506814	0.0809549118347092	0.942625685746614
Anaplasma	34.6685222611201	0.419827076391085	1.04292948612574	0.402545984149564	0.687282253455698	0.997000488191416
Nectria	34.161533370484	1.7169789287247	1.09093115633327	1.57386551732158	0.115518543345766	0.997000488191416
Methylobacter	33.7514181832942	-0.358372216616036	1.04667120519747	-0.342392352857767	0.732055642655115	0.997000488191416
Nasonia	33.5387813228123	0.842100147326196	1.05667586011794	0.796933268857118	0.42548978797563	0.997000488191416
Methylosinus	33.183142915404	-0.221521135492895	1.04613165689246	-0.211752635563027	0.832300021849552	0.998557641529947
Ferroplasma	32.101069159405	0.98076550339114	1.0653271228954	0.920623799312992	0.357246872340886	0.997000488191416
Grimontia	32.0057347947874	-0.600129788223584	1.05767976332314	-0.567402165602591	0.570440978902338	0.997000488191416
Methanothermus	31.1907746790518	0.231939059756909	1.05109175068875	0.220664903520483	0.825353360753505	0.998557641529947
Ignisphaera	31.1090595093796	-1.17704342802763	1.08084912009041	-1.08899883077961	0.276154401289694	0.997000488191416
Postia	30.9985666109879	2.39908198234463	1.12490243241677	2.13270227995719	0.0329491567711779	0.774887232134587
Haloquadratum	30.9304706362611	0.720855904215425	1.0606120739288	0.679660284787422	0.496719588603866	0.997000488191416
Endoriftia	29.9588897786537	-1.12859646361571	1.08215446907132	-1.04291623411604	0.29698709017558	0.997000488191416
Afipia	29.7871105030079	0.962849395029898	1.07140218802774	0.89868156495212	0.368822299168586	0.997000488191416
Picrophilus	29.7122049308084	-0.361691422376668	1.05944487995581	-0.341397112034518	0.73280464892026	0.997000488191416
cyanobacterium	29.0894528831366	-1.23445408534165	1.08872538517183	-1.13385257857915	0.256856391663858	0.997000488191416
Enhydrobacter	28.8768160226547	0.166997660072123	1.05847747278555	0.157771576973331	0.87463679639768	0.998557641529947
Methylophilales	27.658550317202	-1.02427162609148	1.08507637021593	-0.94396270548925	0.345188706608482	0.997000488191416
Meyerozyma	27.1583710240386	0.430657188039771	1.06715983993399	0.403554530375139	0.686540327795874	0.997000488191416
Chaetomium	26.0354396832035	1.12118054246082	1.08842679681423	1.03009274095645	0.302966472498079	0.997000488191416
Loa	25.7887548353581	2.56623526571943	1.13797892706526	2.2550815350663	0.0241282114287507	0.732463561229933
Orientia	25.7070396656859	0.293804442649397	1.07097427913552	0.274333799021347	0.783828112599581	0.997000488191416
Phalaenopsis	25.4875932077313	2.02667315512262	1.12186711650732	1.80651801385551	0.0708374629407677	0.939424776312953
Sagittula	25.1455739952684	0.623427168446109	1.07800709550299	0.578314531552524	0.563051785312547	0.997000488191416
Nephroselmis	24.6317755071596	2.63998503626088	1.14133259325679	2.31307250126599	0.0207186533165057	0.705002593496263
Nodularia	23.7146714293337	0.94286336603646	1.09107717610898	0.864158271002351	0.387500952047312	0.997000488191416
Porphyra	23.3522234244527	-0.641285356123123	1.08879491144604	-0.588986364081575	0.555870420915953	0.997000488191416
Brugmansia	23.2977466446713	-2.21686227250327	1.1375148965447	-1.94886438783104	0.0513116219373984	0.886900855395519
Gracilaria	22.1680057063635	-1.4295427315571	1.11666807250388	-1.28018590909622	0.200479760414386	0.997000488191416
Parachlamydia	21.989416833245	1.1954252627548	1.1046155776058	1.08220931063259	0.279159532285456	0.997000488191416
Arthroderma	21.9826072357723	1.01099184883517	1.09940151389193	0.919583824526688	0.357790282762854	0.997000488191416
Neosartorya	21.6950648030908	1.05381612191451	1.10164105238229	0.956587556024389	0.338775472226022	0.997000488191416
Ailuropoda	21.6882552056181	0.876178835187396	1.09712412318085	0.798614137338557	0.424514187595538	0.997000488191416
Wigglesworthia	21.6065400359459	-1.02084106513385	1.10583444216543	-0.923140956918337	0.355933753136873	0.997000488191416
Rehmannia	21.5724920485825	-2.14816472785798	1.13849456909425	-1.88684670631938	0.0591809469466742	0.893814444927876
Moniliophthora	21.4075223704093	1.09837295144512	1.1039322372242	0.994964105955402	0.319753722131041	0.997000488191416
Citromicrobium	20.5244662799469	0.683867615416788	1.09786501957332	0.622906826635725	0.533345751704967	0.997000488191416
Octadecabacter	19.949381414584	0.759738731556572	1.10176972552609	0.689562177971263	0.49046955914421	0.997000488191416
Fulvimarina	19.3947253416391	1.47639119868163	1.1213847356509	1.31657864758135	0.187979899962523	0.997000488191416
Phaeobacter	19.3674869517484	0.657927292879312	1.1024636735127	0.596779112714896	0.550654865039362	0.997000488191416
Cyanidium	19.0186581418127	-0.855295570264293	1.11158816711303	-0.769435655729972	0.441634728513894	0.997000488191416
Caldivirga	18.4640020688679	-0.278252191751132	1.10383089142489	-0.252078641676669	0.800980278467887	0.997000488191416
Halalkalicoccus	18.142411648823	-1.19865332160333	1.12339786323986	-1.06698914144846	0.285976739311968	0.997000488191416
Citreicella	17.8889172035049	-0.226641519497581	1.10606671956641	-0.204907638470876	0.837644287209978	0.998557641529947
Halorubrum	17.3070227406693	-0.353553452761941	1.11018464061764	-0.318463649943172	0.750133263571647	0.997000488191416
Uncinocarpus	16.7796050576152	1.06614492789891	1.12124527752493	0.950857898150838	0.341676516668152	0.997000488191416
Cyanidioschyzon	15.869310577262	-0.217005830962083	1.11580396962698	-0.194483831272467	0.845797054798639	0.998557641529947
Oceanibulbus	15.6021969369986	0.401152728411983	1.11706967216094	0.359111645772251	0.719511569850997	0.997000488191416
Vibrionales	15.2806065169537	-0.55902515442099	1.12231255731075	-0.498101131257505	0.618412763258856	0.997000488191416
Vulcanisaeta	15.2669873220083	-0.993604198725297	1.12942434815526	-0.879743915870234	0.378998053113537	0.997000488191416
Thermosphaera	14.7668080288449	1.55056193550066	1.13687397694477	1.36388198423508	0.172604711790519	0.997000488191416
Bermanella	14.7191408465361	-0.0945982148322909	1.12071401189279	-0.0844088802570805	0.93273134706137	0.998557641529947
Raphidiopsis	13.8973711333279	1.48413155968127	1.13810014719627	1.30404302585977	0.19221891282276	0.997000488191416
Ignicoccus	13.3018574755469	0.770027904968002	1.13101056616275	0.680831751714328	0.495977956487551	0.997000488191416
Aeropyrum	12.9666478605566	-0.794656349734037	1.13484886713803	-0.700230993522581	0.483783058837657	0.997000488191416
Alteromonadales	12.9598382630839	-1.05165698433877	1.13786659806538	-0.924235746199792	0.355363588166121	0.997000488191416
